Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
CasinoCoin,CasinoCoin,Cold,"GAMBLING 22W29, FOREX 22W29, bet - estudo",2,gambling & casinos,"",http://www.casinocoin.im,http://www.linkedin.com/company/casinocoin,https://facebook.com/CasinoCoin,https://twitter.com/CasinoCoin,1 Victoria Street,Douglas,"",Isle of Man,IM1 2,"1 Victoria Street, Douglas, Isle of Man, IM1 2","cryptocurrency, online poker, blockchain technology, fintech, regulated gambling, kyc, aml, online casino, online betting, responsible gambling","",Providing fast and secure solutions for the regulated gaming industry with both players and operators in mind,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Sendgrid, MailChimp SPF, Freshdesk, Google Play, Google Tag Manager, Google Font API, Nginx, WordPress.org, Mobile Friendly, Ubuntu, Piwik, Google Maps, Bootstrap Framework, Google Maps (Non Paid Users), Bootstrap Framework v3.1.1, reCAPTCHA","","","","","","",62cdb8b3c6db6800a38b2371,"","CasinoCoin (CSC) is a digital currency, developed specifically for the regulated gaming industry. The CasinoCoin project is led by a team dedicated and experienced in working within the regulated gambling sector and crypto e-gaming sectors. With this as a focal point, features and tools have been customized to meet both the needs of the users and the operators.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630cf885382cd00001150315/picture
Slotvision,Slotvision,Cold,"GAMBLING 22W29, FOREX 22W29, bet - estudo",4,gambling & casinos,"",http://www.slotvision.net,http://www.linkedin.com/company/slotvision,"",https://twitter.com/SlotVision,1B Cesta 25. junija,Nova Gorica,Nova Gorica,Slovenia,5000,"1B Cesta 25. junija, Nova Gorica, Nova Gorica, Slovenia, 5000","igaming, igambling, online gambling, online casino slots, online casino games, slots, games development","",⭐SlotVision⭐ Company is one of 🔝 TOP Online Casino Slot Game Software Providers. Free to Play Demos are Available for ✅ Every Online Casino Slot Game!,"Outlook, Microsoft Office 365, Atlassian Cloud, Mobile Friendly, WordPress.org, reCAPTCHA, Google Font API, Apache","","","","","","",62cdb8db94d29b008bc67bbd,"","Prepare for a new dawn in gaming with the launch of SlotVision. A bold, fresh new slots studio with a portfolio of exhilarating titles infusing classic elements with cutting-edge style and gameplay. Experience well-known themes like never before with a unique blend of epic visuals and engaging mechanics. Make sure you give your players the opportunity to enjoy the new breed of games with SlotVision!",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6255945bc101520001b69544/picture
Riga Gaming Congress,Riga Gaming Congress,Cold,"GAMBLING 22W29, FOREX 22W29, bet - estudo",0,gambling & casinos,"",http://www.rgcongress.eu,http://www.linkedin.com/company/riga-gaming-congress,"","",Zāļu iela,Rīga,Rīgas pilsēta,Latvia,1004,"Zāļu iela, Rīga, Rīgas pilsēta, Latvia, 1004","blockchain technologies, gaming, gambling, bookmaking, esports, online casino, fantasy sports",'+420234280626,"Riga Gaming Congress is an international innovation event dedicated to the development of land-based and online casinos, bookmaking, eSports, fantasy sports, and application of blockchain technologies. | Riga Gaming Congress","Facebook Custom Audiences, Facebook Widget, Mobile Friendly, Nginx, reCAPTCHA, Google Analytics, SiteHeart, Google Font API, Google Maps, Ruby On Rails, Facebook Login (Connect), Google Maps (Non Paid Users)","","","","","","",62cdb93ce8b11600b43b0e84,"","Riga Gaming Congress is an international innovation event is dedicated to the development of land-based and online casinos, bookmaking, eSports, fantasy sports, and application of blockchain technologies, augmented and virtual reality.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605437a13bbb670001672259/picture
Intouch Games Ltd,Intouch Games,Cold,"GAMBLING 22W30, bet - estudo",230,entertainment,"",http://www.intouchgames.co.uk,http://www.linkedin.com/company/intouch-games-ltd,"","","",Halesowen,England,United Kingdom,B63 3,"Halesowen, England, United Kingdom, B63 3","it, design, graphics, art, customer services, ux, user experience, igaming, egaming, online casino, marketing, software development, software, technology, graduate",'+44 1384 880842,Intouch Games is a leading operator & platform provider in the mobile gaming industry that offers cutting-edge iGaming solutions.,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, Google Tag Manager, Hotjar, Google Analytics, Mobile Friendly, reCAPTCHA, Bootstrap Framework, WordPress.org, Google Font API, Typekit","","","","",7000000,"",62d1d4196a698d00a397bd72,"","As an industry-leading tech company, we are unique in what we do in the iGaming sector. All our games are designed, developed and promoted in-house from our Halesowen, Bucharest and Taipei offices. This gives us full creative freedom to focus on what delivers value and what constitutes exceptional player experience. Our incredible team bring with them a diverse range of ideas, creating a fast-paced and innovative culture that has led to us growing at an exponential rate.

We are not afraid to try new things or do things differently.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6322f92ea6fea90001bafd62/picture
Genesis Gaming,Genesis Gaming,Cold,"GAMBLING 22W30, bet - estudo",17,entertainment,"",http://www.genesis-games.com,http://www.linkedin.com/company/genesis-gaming-inc-,"",https://twitter.com/play_on_genesis,114 洲子街,"",Taipei City,Taiwan,114,"114 洲子街, Taipei City, Taiwan, 114","slots game development, online gaming, software engineering, game design, online casino gaming, online slots design, online slots, game development",'+1 702-270-0072,"","Amazon CloudFront, Gmail, Google Apps, MailChimp SPF, Amazon AWS, Google Font API, Google Tag Manager, Apache, Mobile Friendly, Google Maps (Non Paid Users), WordPress.org, Google Analytics, Google Maps, Ubuntu","","","","",15623000,"",62d1d45529f87a008b5b265b,"","About Genesis: Gaming&Beyond:
Genesis, is a leading gaming provider in the gambling industry with more than 10 years of experience in providing over 200 engaging gaming titles. Genesis aims to lead the gaming landscape with innovative and market differentiating games which keep players highly entertained and captivated. All of Genesis products have been developed on a powerful backend platform (IntelliGen) which ensures a seamless player experience and a stable and secure integration.

About Radi8:
What differentiates Radi8 games are the in-game loyalty features which are designed to help extend game play across the suite of Radi8 games. This allows players to accumulate and cultivate Radcoins (Loyalty credits) which can then be used to improve their chances of winning during game play. The Radi8 portfolio of games are designed to attract a new breed of audience who are looking to not only win big but enjoy a highly immersive and entertaining gaming experience.

About Bunfox:
Bunfox games was born out of the realization that there is a new tribe of gamblers to entertain, and the current games that exist are not interesting to this younger, tech-savvy tribe. To this end, Bunfox Games combines hardened gambling mechanics with a modern and fresh approach in gameplay to create new kinds of games and new ways to play.

To learn more about Genesis: Gaming&Beyond, please visit www.genesis-games.com",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631a98161c4708000103c0d6/picture
Mascot Gaming,Mascot Gaming,Cold,"GAMBLING 22W30, bet - estudo",22,gambling & casinos,"",http://www.mascot.games,http://www.linkedin.com/company/mascot-gaming,https://www.facebook.com/mascotgaming,https://twitter.com/mascot_gaming,"","","","","","","game development, online casino, slot provider, igaming software, gambling, casino games, video slots, slot games","",Mascot Gaming is a provider of online casino games and services. Professional casino software. Feel the gaming thrill!,"Cloudflare DNS, CloudFlare Hosting, Hubspot, Yandex Metrica, Google Tag Manager, JivoSite, Mobile Friendly","","","","","","",62d1d45529f87a008b5b265f,"","We stand out from the crowd of software providers with high-quality iGaming content distributed on lucrative and flexible commercial conditions. We develop various multiplatform games (slots, lotteries, cards) -  everything you'll need to gain profit.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63241266f4b5d20001bfae73/picture
Casino Bonus Tips (CBT),Casino Bonus Tips,Cold,"GAMBLING 22W30, bet - estudo",1,gambling & casinos,"",http://www.casinobonustips.com,http://www.linkedin.com/company/casino-bonus-tips,https://facebook.com/CasinosBonusTipsOnline,https://twitter.com/GamingBonusTips,"","","","","","","online casino reviews, mobile casino reviews, no deposit bonus codes, online casino bonus, uk online casinos, uk online casino reviews, internet casino",'+16134168901,"If you are looking for the best online websites for gambling, there are a lot of quality casinos out there - but make sure that you’re up to speed with the rules!","reCAPTCHA, Mobile Friendly, WordPress.org, Nginx, Facebook Widget, Facebook Login (Connect), Google Tag Manager","","","","",245000,"",62d1d45529f87a008b5b2662,"","Online Casino Reviews and Ratings 

With so much information on online casino sites and bonuses floating around, it is sometimes hard for players to make educated decisions. We at Casino Bonus Tips (CBT) guide players who take keen interest in online gaming to wade through piles of online casino reviews, mobile casino reviews, news, promotions, deposit & no deposit bonus codes, free spins and giveaways so they can truly enjoy playing online!

Our writers are players themselves and know rogue casinos, poorly structured bonuses, skewed payouts and devious withdrawal terms when they see them. The idea is to keep our users informed and help them avoid known pitfalls so their time and money spent on Online Casino or Mobile Casino is fun and fruitful! 

Throughout our site, you will find sections dedicated to Casino Reviews, News, Free Spins, Deposit Bonus and No Deposit Bonus Codes that will help you choose the right online or mobile casino. At CBT you can use no deposit bonus to play at the casinos for real money at no risk! More free chips and bigger wins start with better odds from extra spins, and taking advantage of the top promotions. We have them all for you to try out your favorite online casino.

We categorize online casinos geographically, so our users can find gaming sites most suitable to them e.g. you can look for top UK Online Casinos here. This helps our users overcome language, currency and banking restrictions easily and quickly. Another feature that our users enjoy is access to exclusive bonuses, comps and promotions that we get authorized specially for them by online casinos.

We believe our players should play seamlessly and have the most exhilarating online casino experience. Casino Bonus Tips (CBT) mission is ""Our players should get the biggest bang for their buck!""​

Contact CBT: contact@casinobonustips.com",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63188e3675784600019ee5e8/picture
Online Casino Buddy,Online Casino Buddy,Cold,"GAMBLING 22W30, bet - estudo",1,gambling & casinos,"",http://www.onlinecasinobuddy.com,http://www.linkedin.com/company/online-casino-buddy,https://www.facebook.com/Onlinecasinobuddy-106200438179989,https://twitter.com/OnlineCasinoBu2,"","","","","","","","","Online Casino Buddy shows you the best online casino in Canada, the best online slots, and more! Click here for honest, legit casino info!","WordPress.org, Mobile Friendly, Facebook Custom Audiences, Facebook Widget, Google Font API, Hotjar, Nginx, Facebook Login (Connect), Google Tag Manager","","","","","","",62d1d46dc437f500cb189db8,"","Online Casino Buddy  is a website meant for casino enthusiasts, experienced or new. If you visit it, you'll find numerous casino reviews, bonus tips, game guides, and other relevant and useful content. Plus, everything Online Casino Buddy has to offer is genuine, transparent, and user-friendly. Visit it now and get the tips, guides, and info you need!","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630e4435e7a2b30001fd0337/picture
IBOSport,IBOSport,Cold,"GAMBLING 22W30, bet - estudo",2,gambling & casinos,"",http://www.161.208,http://www.linkedin.com/company/ibosport,"","",14B Sen. Gil Puyat Ave,Makati,Metro Manila,Philippines,1225,"14B Sen. Gil Puyat Ave, Makati, Metro Manila, Philippines, 1225","gambling, sportsbook, online games, online casino","","","","","","","","","",62d1d47f90757f00c88de8ad,1382,"IBOSport.com (www.Bola180.com) - Leading #1 Indonesian Online Gaming Company and Group that providing several Sportsbook, Online Casino, PvP Games, Slots, etc.

Licensed in Manila, Philippines.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605d412282bb110001701e82/picture
Online Casino Info,Online Casino Info,Cold,"GAMBLING 22W30, bet - estudo",2,gambling & casinos,"",http://www.onlinecasino.info,http://www.linkedin.com/company/online-casino-info,"","",13506 Summerport Village Parkway,Windermere,Florida,United States,34786,"13506 Summerport Village Parkway, Windermere, Florida, United States, 34786","","",Online Casino Ratings and Reviews. Find information on safe casinos along with our list of 2022's best online casinos for real gambling on the Internet.,"GoDaddy Hosting, WordPress.org, Google Font API, Mobile Friendly","","","","","","",62d1d47f90757f00c88de8b4,"",OnlineCasino.info features online casino reviews and ratings of the best online casinos and gambling sites.,"",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/623451f4566a3e00010e95fe/picture
FreeSpinsGratis.com,FreeSpinsGratis.com,Cold,"GAMBLING 22W30, bet - estudo",2,gambling & casinos,"",http://www.freespinsgratis.com,http://www.linkedin.com/company/freespinsgratis.com,https://facebook.com/FreeSpinsGratis,https://twitter.com/freespinsgratis,5a Manchester Road,Manchester,England,United Kingdom,M34 3,"5a Manchester Road, Manchester, England, United Kingdom, M34 3","free spins, gratis spins, casino review, online casino, online poker, live dealer, no deposit bonuses, freerolls, online gambling, free bets, sportsbook, live betting, free play, slot machines, scratch cards, table games, online bingo","","Free spins and gratis bonuses to the best online casinos, sportsbook, bingo, poker and scratchcards. Follow our casino reviews and get exclusive promotions.","Cloudflare DNS, CloudFlare Hosting, WordPress.org, Google Tag Manager, Google Custom Search, Mobile Friendly","","","","",3255000,"",62d1d4c209960b00e00ededb,"","Welcome to FreeSpinsGratis.com - the biggest gaming portal devoted to online casino, sportsbook, poker, and bingo rooms. 

Here at the portal you will find hundreds of quality reviews for online and mobile casinos with reliable information on brand owners, licences, awards, games, software providers, payments, bonuses, promotions, support and other important things.

At Free Spins Gratis is also website that offers exclusive bonuses (eg. free spins, free cash, free bets, free play, etc) for all users. Unlike other similar websites, we focus on quality and honesty, which means we always test the offers in many ways. Good news, our marketing department never sleeps to you can be sure that the website is updated on a daily basis. 

Why our websites is so unique? Simply, we are gamblers as well and we do our best to promote only reputable brands. That said, we check and verify casino websites as well as issue certificates (seal of approvals) for the best ones.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f81910b438af00010154f8/picture
Price of Gambling podcast,Price of Gambling podcast,Cold,"GAMBLING 22W30, bet - estudo",0,gambling & casinos,"",http://www.priceofgambling.com,http://www.linkedin.com/company/price-of-gambling-podcast,https://www.facebook.com/priceofgambling,https://twitter.com/priceofgambling,"","","","","","","closer looks, news headlines, bingo, bookmaker, sports betting, online sports book, news, gambling industry, gambling commission, audio show, gambling world, online casino, podcast, bgc, gambling, casino, special reports","","Welcome to the Price of Gambling Podcast a weekly 30 minute magazine show with focused topics, expert opinion, listener’s input and a sprinkling of humour. We cover the news and current affairs from around Gambling World looking at the stories behind the headlines, sometimes praising, often calli...","Amazon AWS, Google Cloud Hosting, Google AdSense, Mobile Friendly, Ruby On Rails","","","","","","",62d1d4ff773fff00ca9106cc,"","Welcome to the Price of Gambling podcast a weekly 30 minute magazine show with focused topics, expert opinion, listener's input and a sprinkling of humour.

We cover the news and current affairs from around Gambling World looking at the stories behind the headlines, sometimes praising, often calling out, questions for the industry's darker arts always follow the money trails home. 

Hosted by Justin Everett with analysis from a range of co-hosts and interview guests.

New show released every Monday morning. Find us at your favourite podcast provider.",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61ec0fcc73fb7b0001c85da6/picture
Stoiximan,Stoiximan,Cold,bet - estudo,110,entertainment,"",http://www.stoiximan.gr,http://www.linkedin.com/company/stoiximan,https://facebook.com/stoiximan.gr,https://twitter.com/stoiximan,"",Athens,Georgia,United States,"","Athens, Georgia, United States","software development, sports betting, live sports betting, casino, live casino, live streaming, entertainment, technology","","","Cloudflare DNS, ElasticEmail, Sendgrid, Gmail, Google Apps, Zendesk, CloudFlare Hosting, VueJS, Microsoft Application Insights, WP Engine, OneTrust, Google Font API, Mobile Friendly, Google Tag Manager","","","","",160000000,"",6324759e0a081c00a3628416,7900,"We are the leading online gaming operator in Greece, developing cutting edge technology and offering 24/7 entertainment to our members.

Our operations are increasingly expanding across Europe under our international brand, Betano. We have already positioned ourselves among the market leaders in Romania and Cyprus, while we are also successfully operating in Germany, Portugal and Brazil.

How did we get here? Simply by loving what we do and by sticking to our values.

We put people first. We stake our personal reputations on the excellence of our work. We are passionate about our products and services. We invest in breakthrough technologies and innovation. We always listen to our users but also to our own people. We respond fast and adapt to changes. We continuously improve. Every single day.

Most of all, we work together. No matter what it is we are working on at our cool offices, we do it as #OneTeam in an energising and rewarding working environment.

We are proud of what we have achieved so far but also have a lot of dreams for the future. 

We want to push things even further and inspire many more to join us!",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630dabd2cc602800019ade74/picture
SBTech,SBTech,Cold,bet - estudo,190,information technology & services,"",http://www.sbtech.com,http://www.linkedin.com/company/sbtech,https://www.facebook.com/sportsbettingtech/,https://twitter.com/sbtech_,33-37 Athol Street,Douglas,"",Isle of Man,IM1 1LB,"33-37 Athol Street, Douglas, Isle of Man, IM1 1LB","live betting, sports betting, fully managed sportsbook, trading, risk management, inplay betting, igaming, casino, live casino","",SBTech supplies world-leading online bookmakers and white label operators with best-in-class sports betting and iGaming platform solutions.,"Dyn Managed DNS, Amazon SES, Mimecast, Outlook, Microsoft Office 365, Amazon AWS, WordPress.org, Nginx, Facebook Custom Audiences, LeadForensics, Facebook Widget, Facebook Login (Connect), Linkedin Marketing Solutions, Google Tag Manager, Mobile Friendly","","","","",108466000,"",632475e53263d300e4727337,7372,"Established in 2007, SBTech is an industry-leading provider of interactive sports betting solutions and services to tier 1 operators in regulated markets across online, mobile and land-based channels. 

The complete offering includes an innovative, dynamic and highly customisable suite of turnkey and fully managed solutions. Our award-winning sportsbook and in-play betting products, comprehensive iGaming platform and premium casino and live casino selection deliver an unparalleled experience. 

Our sportsbook covers 50,000+ events a month, including over 25,000 in-play events, and offers 2,000+ proprietary bet markets on more than 50 sports. The platform features a state-of-the-art visualisation center, high-quality live streaming and multiple cash out and Fast Market options. The comprehensive Chameleon360 iGaming platform includes an advanced management system, a powerful CMS, robust and flexible payment gateway integrations plus advanced reporting and dashboard features. 

The combination of SBTech's extensive regulatory experience, deep industry knowledge and an ever-increasing portfolio of new partners makes SBTech the number one choice for sports betting success.

In April 2020 SBTech became part of DraftKings, a company listed on the Nasdaq Stock Exchange. With an integrated B2B and B2C solution, DraftKings is now the first vertically integrated pure-play sports betting and online gaming company based in the United States.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bbacd8e0a00000179015e/picture
TomWaterhouse.com,TomWaterhouse.com,Cold,bet - estudo,8,entertainment,"",http://www.tomwaterhouse.com,http://www.linkedin.com/company/tomwaterhouse,"",https://twitter.com/TW_bet,185 Gloucester St,Sydney,New South Wales,Australia,2000,"185 Gloucester St, Sydney, New South Wales, Australia, 2000","tipping, sports betting, horse racing, gambling","","Official website for Tom Waterhouse. Building on the Waterhouse family legacy, at the forefront of the wagering industry for over 100 years.","Route 53, MailChimp SPF, Microsoft Office 365, Amazon AWS, Stripe, WP Engine, Vercel, React, Vimeo, Mobile Friendly, Gravity Forms, Apache, Segment.io, WordPress.org, Google Font API","","","","","","",632476056c675300f8c4fc86,"","TomWaterhouse.com is a horse racing tipping service. Members can sign up to a range of subscriptions that provide tips with a staking strategy and bankroll management plan.

Tom Waterhouse comes from a long line of bookmakers dating back four generations. He became a licensed bookmaker at the age of 20, sold online wagering company TomWaterhouse.com in 2013 and was formerly CEO of William Hill Australia.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63105f7175abd70001534c72/picture
SCIENTIFIC GAMES,SCIENTIFIC GAMES,Cold,bet - estudo,330,information technology & services,"","",http://www.linkedin.com/company/scientific-games-lottery,"","","",Atlanta,Georgia,United States,"","Atlanta, Georgia, United States","lottery games instant scratchers, drawbased, digital, lottery sports betting, lottery systems technology, lottery retailer technology, online, mobile lottery apps & platforms, lottery performancebased managed services, lottery licensed brands, lottery linked games, lottery winners events, lottery promotions, lottery responsible gaming, lottery security & compliance","","","","","","","","","",632476112abd3800f8de9e8e,"","Since 1973, the world's lotteries trust Scientific Games' people, products and programs to responsibly drive maximum funding for beneficiary programs in their communities, including education, health and welfare, seniors, veterans, the environment, and infrastructure. With security and compliance practices that set the $316 billion global lottery industry's standard, we are honored to serve more than 150 lottery customers in 50 countries. Scientific Games is the world's largest creator, manufacturer and manager of lottery instant ""scratch"" games, a leading provider of digital lottery and sports betting, the largest lottery systems provider in Europe and the fastest growing lottery systems provider in North America. Our managed services deliver maximum performance and protect vital lottery funding that improves the quality of life on four continents. Reimagine what's next for lottery performance with Scientific Games.",1973,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631f7beae61fb10001f2774c/picture
Casino Inside,Casino Inside,Cold,bet - estudo,1,publishing,"",http://www.casinoinside.ro,http://www.linkedin.com/company/casino-inside,"","","",Bucharest,Bucharest,Romania,"","Bucharest, Bucharest, Romania","betting, magazine, casinos, gaming halls, media, gambling, sports betting, events",0725670147,Jocurile sunt facute... sa te distrezi!,"Google Font API, reCAPTCHA, Google Tag Manager, Mobile Friendly, Apache, WordPress.org","","","","","","",6324761aacb12900a3d7aa96,"","Casino Inside has been the media and information pillar on which the Romanian gambling industry relies for 11 years.
Casino Inside is the number 1 source of information for any gambling operator in Romania.
Casino Inside offers the best content for all those who have fun using the services of this industry.
Casino Inside is a 100% Romanian project, started from scratch and transformed by a titanic work into the most well-known content integrator in Romania in the gaming field.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62e03342ec56a80001e67a97/picture
Gambling-Ads || Online Casino Advertising & Leads Generation,Gambling-Ads || Online Casino Advertising & Leads Generation,Cold,bet - estudo,2,marketing & advertising,"",http://www.gambling-ads.info,http://www.linkedin.com/company/gambling-ads,"","","",Ramat Gan,"",Israel,5211501,"Ramat Gan, Israel, 5211501","online casino advertising, traffic, leads generation, media buying, campaign management, seo, content writing, creative design",'+972544299745,"Gambling-Ads helps online casinos and other gambling & betting online service providers achieve their online marketing goals. More Impressions, More Leads, More Acquisitions. So if you want to GET MORE, Contact us today!","Google Font API, reCAPTCHA, Apache, Google Tag Manager, Mobile Friendly, Bootstrap Framework","","","","","","",632476237b7ad700cb9f42c0,"","We are a group of professional media buyers and web-advertisers, and we are here to help you acheive your online marketing goals and to provide you with the best traffic, leads and acquisitions for online casinos and Gambling & Betting verticals.

We aspire to create the perfect atmosphere for both advertisers and players in the online gambling and betting industry. On one hand, to make it more easy and profitable for advertisers to conduct successful online marketing campaigns. On the other hand, to personalize the users-experience, as well as the advertised content delivered to them, and to make it more fun and relevant for them to interact with the content and eventually with the advertised brand itself. Our experience in the field of online marketing, media buying and management, and online-gambling and betting, along with our holistic and results driven approach, helps us to achieve these goals and to offer both our clients and their end users the ultimate experience.

We provide our customers with the best tailor-made solutions so they can achieve their advertising goals. Campaigns we run are highly customizable (Geo-Location, Scheduled Ads, User / Keyword Targeting) and are constantly optimized, on the fly. Campaigns are fully integrated to CRM, and reports are delivered upon request so you can always have complete understanding of your campaign status. With us Results are Guaranteed! We are committed to your campaign's success and ROI. Below you can find a breakdown of the different methods, channels and mediums we use in our online media campaigns.

Find an answer to every need. We can give you a hand with various types of services related to online marketing and advertising. From Leads Generation and Media Buying, to Affiliates Management and Marketing Consulting. Contact 
us with any question or idea you may have, or once you are ready to start your next project with us!",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630e1cbb7ef9c20001d0382c/picture
Tic Tac Sports Betting,Tic Tac Sports Betting,Cold,bet - estudo,6,gambling & casinos,"",http://www.tictacbets.co.za,http://www.linkedin.com/company/tic-tac-sports-betting,"","",119 Market St,Vryburg,North West,South Africa,8601,"119 Market St, Vryburg, North West, South Africa, 8601","","","","Route 53, Outlook, Microsoft Office 365, Amazon AWS, Typekit, Google Font API, Mobile Friendly, Nginx","","","","","","",6324762d410bb300e10329ff,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63070d09ac216900016b39dd/picture
Wondr Nation,Wondr Nation,Cold,bet - estudo,6,entertainment,"",http://www.wondrnation.com,http://www.linkedin.com/company/wondrnation,https://www.facebook.com/wondrnation,https://twitter.com/itswondrnation,110 Pequot Trail,MASHANTUCKET,Connecticut,United States,06338,"110 Pequot Trail, MASHANTUCKET, Connecticut, United States, 06338","sports betting, social casino, native american gaming, indian gaming, igaming, online casino, igaming managed services, online gaming",'+18603126000,"WONDR NATION is reimagining gaming entertainment through new experiences 
and engaging digital audiences to amplify diverse voices.","Google Tag Manager, Squarespace ECommerce, Typekit, YouTube, Mobile Friendly","","","","","","",63247635ac48f300a3553c59,"","WONDR NATION is an online gaming entertainment company focused on partnering with best-in-class gaming platforms and using emerging technologies and trends to create new and exciting experiences for players. Owned by the Mashantucket Pequot Tribal Nation, equality and diversity are deeply engrained into WONDR NATION's company makeup as well as its ongoing endeavors. WONDR NATION will expand the Mashantucket Pequot Tribal Nation's digital footprint while continuing to partner with other Native America tribes and gaming entities to create engaging and unique experiences for players.
 
WONDR NATION manages Foxwoods Resort and Casino's social casino, FoxwoodsONLINE, bringing high-quality and engaging play-for-fun online casino games to Foxwoods players. Additionally, WONDR NATION works in collaboration with DraftKings on the co-branded Foxwoods online gaming and sports betting experience in Connecticut, and soon Puerto Rico.
 
With social responsibility and sustainable play serving as key driving forces, WONDR NATION is committed to educating players about maintaining healthy user habits, and developing the next generation of gaming professionals through educational programs, vocational training and employment opportunities.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f6b07915895000014356e4/picture
ICE North America,ICE North America,Cold,bet - estudo,0,gambling & casinos,"","",http://www.linkedin.com/company/icenorthamerica,"","",900 Convention Center Blvd,New Orleans,Louisiana,United States,70130,"900 Convention Center Blvd, New Orleans, Louisiana, United States, 70130","event, interactive gaming, mobile gaming, esports betting, sports betting, ilottery, affiliate marketing","","",Amazon AWS,"","","","","","",6324764bca902400cd882dcb,"","Now in it's 2nd year, ICE North America combines sports betting, casino, tribal and affiliate gaming industries, and seeks to uncover the next generation of technology and market trends. Covering the full breadth of US Gaming, ICE North America 2020 will include new content around hospitality, e-sports and property development.

The industry's most trusted event organizers have developed this show with you in mind, so don't miss your chance to attend!","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6284ca38bcb1f5000102cb38/picture
Encourage Infotech,Encourage Infotech,Cold,bet - estudo,1,information technology & services,"",http://www.encourageinfotech.com,http://www.linkedin.com/company/encourage-infotech,"","","",Indore,Madhya Pradesh,India,"","Indore, Madhya Pradesh, India","web scraping, price monitoring, automation, igaming, odds compling, sports betting software, online casino, fantasy sports, custom software development, mobile application development","",Encourage Infotech is a privately owned IT Support and IT Services business formed in 2018. Today we’re proud to boast IT engineers,"Apache, Mobile Friendly, Google Font API, WordPress.org, Google Tag Manager","","","","","","",6324764bca902400cd882dcf,"","Encourage Infotech is a top-rated IT service provider committed to providing the quality applications that help to take your identity to the next level. We work with our customers to provide unique and effective IT-solutions that suits their need. Our team of experts craft beautiful and functional applications that provide high ROI and meets the strategic objectives of the client. We have expertise in providing iGaming, fantasy sports, custom software, and self-storage management software along with other IT-enabled applications as well. We always believe while Conceptualizing and creating a product needs to have a vision and our experts have built the reputation of developing high-quality, cost-effective applications over the years",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6321f4dbdf609f0001c9d4c8/picture
RTSmunity,RTSmunity,Cold,bet - estudo,4,computer software,"",http://www.rtsmunity.com,http://www.linkedin.com/company/rtsmunity-s-r-o-,"",https://twitter.com/RTSmunity,Vladislavova,"",Hlavní město Praha,Czechia,110 00,"Vladislavova, Hlavní město Praha, Czechia, 110 00","sports betting, software engineering, betting odds, esports odds feed, online betting exchange, integrity services, gambling & casinos, esports betting, computer software, odds provider, esports live data & odds, egaming, sportsrelated live data & odds solutions, risk management",'+420 604 467 156,We offer live esports odds API feed from professional esports matches. The most profitable esports odds feed on the market.,"Route 53, Gmail, Google Apps, Amazon AWS, Vercel, Google Font API, YouTube, Mobile Friendly, Google Tag Manager","","","","","","",63247669ac48f300a3553e0c,"","RTSmunity is the leading esports data science company and market maker for esports, focused exclusively on analyzing, predicting and researching esports matches. We are providing sportsbook operators with low latency odds feed, and with trading services, including risk management. 

We have developed an un-paralleled understanding of esport games such as League of Legends, CS:GO, or Dota 2. This deep knowledge enables us to offer premium services to betting companies.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b740c8b8003000114a1fc/picture
