Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Cold,"Consumer Goods, learning - estudo",5000,e-learning,wladimir.barros@paylivre.com,http://www.hmhco.com,http://www.linkedin.com/company/houghton-mifflin-harcourt,http://www.facebook.com/HMHTeen,https://www.twitter.com/HMHCo,222 Berkeley Street,Boston,Massachusetts,United States,02116,"222 Berkeley Street, Boston, Massachusetts, United States, 02116","technology, education technology, k-12 education, e learn, education solutions, interactive learning, education publishing, learning technology",'+1 617-351-5000,hmdecozine.com has been retired and is no longer accessible,"Salesforce, Route 53, Mimecast, Microsoft Office 365, Brightcove, SuccessFactors (SAP), Eloqua, Adobe Marketing Cloud, ServiceNow, Amazon SES, Salesforce Live Agent, Microsoft Application Insights, Jira, Atlassian Confluence, Mobile Friendly, Facebook Widget, BugHerd, Google Tag Manager, Incapsula, Amadesa, reCAPTCHA, iTunes, CrazyEgg, Akamai RUM, Google Font API, Cufon, New Relic, Qualtrics, Nginx, Citrix NetScaler, Apache, Visual Website Optimizer, Wistia, Adobe Media Optimizer, Vimeo, Amazon Associates, Google Analytics, Facebook Login (Connect)",219000000,Other,219000000,2013-11-01,1000000000,"",627d6bbd2e76930001446bc6,2741,"Our work at HMH is the outcome of our guiding purpose, vision, and values. By learning more about us, you'll discover what makes our products and services so exceptional. It's not only because of our long history of innovation but also because of our people and their commitment to educators and learners. We share an understanding of what an enormous privilege it is to invite young people to become the heroes of their own narratives, to shape the arc of a story, and to change a life. That is the power of learning.

We bring learning to countless students and teachers—transforming lives, supporting communities, and making our society more open, just, and inclusive for all.",1832,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c1bd2fe0ed400014d6948/picture
Open English,Open English,Cold,"Consumer Goods, learning - estudo",2300,e-learning,wladimir.barros@paylivre.com,http://www.openenglish.com,http://www.linkedin.com/company/open-english,http://www.facebook.com/openenglish,http://www.twitter.com/OpenEnglish,255 Giralda Ave,Coral Gables,Florida,United States,33134,"255 Giralda Ave, Coral Gables, Florida, United States, 33134","education, elearning, esl, english instruction",'+1 877-500-4645,"Clases de Inglés en Vivo, las 24 horas con Profesores Norteamericanos. Nuestros cursos de inglés, cuentan con contenido innovador. ¡Comienza Ya!","Route 53, Amazon SES, Mailchimp Mandrill, Gmail, Google Apps, Amazon AWS, Amazon CloudFront, Amazon Elastic Load Balancer, WP Engine, Atlassian Cloud, React Redux, Ubuntu, Hotjar, Mobile Friendly, Apache Coyote v1.1, Google Font API, Bootstrap Framework, iTunes, Google Tag Manager, Trustpilot, Google Play, Nginx, WordPress.org, YouTube, Apache Coyote, Apache",118250000,Series D,65000000,2013-04-29,112500000,"",627d6bbd2e76930001446bcd,8200,"Fundada en 2007, Open English es considerada hoy como un modelo global de éxito empresarial, financiado por un grupo de prominentes empresas internacionales de inversión.

Open English basa su éxito en una combinación de clases en vivo y privadas en línea, las 24 horas al día, 7 días a la semana, con profesores certificados norteamericanos.

Nuestro programa provee la técnica y herramientas que los estudiantes necesitan para lograr la fluidez en el inglés, a través de una experiencia única y divertida de aprendizaje y práctica que se adapta al horario y ritmo del estudiante.

Basados en este exitoso método, Open English extiende ahora su plataforma al mercado de jóvenes y niños, lanzando el nuevo ""Open English Junior"". Una escuela que permite a los niños aprender inglés de una forma interactiva y divertida, de la mano de profesores norteamericanos, y en un ambiente seguro desde la comodidad de sus hogares.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631a56323188f00001f11cf8/picture
GeeksGod,GeeksGod,Cold,learning - estudo,44,e-learning,"",http://www.geeksgod.com,http://www.linkedin.com/company/geeksgod,"","","",New Delhi,Delhi,India,110001,"New Delhi, Delhi, India, 110001","","","","Cloudflare DNS, ElasticEmail, Amazon AWS, CloudFlare Hosting","","","","","","",63220b082937d000edf82c38,"","GeeksGod has been providing ample opportunities to aspirants. We started in March 2020 & at a time when layoffs and unemployment were at their peak.
Our page follows a simple objective of bridging the gap between industry and job/internship seekers and help them in these tough times.

Our Page mainly deals in : 
1.  Daily Jobs/Internships/ Live Projects updates
2.  College/ Organisation Competitions for students
3.  Certifications 
4.  Any Other Service that can help our followers

We have helped more than 60,000+ people secure jobs/internships in the last few months.

If you are an organization that wants to partner with us for any of the above services, do reach out to us at info@geeksgod.com",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631ae61130b61600016f9124/picture
udemy,udemy,Cold,learning - estudo,6700,e-learning,"",http://www.udemy.com,http://www.linkedin.com/company/udemy,https://facebook.com/udemy/,https://twitter.com/udemy,600 Harrison Street,San Francisco,California,United States,94107,"600 Harrison Street, San Francisco, California, United States, 94107","digital media, education, marketplaces, information technology, consumer internet, internet, elearning, skills, technology, marketplace",'+1 510-378-4789,"","Salesforce, Cloudflare DNS, Postmark, Gmail, Marketo, Google Apps, Microsoft Office 365, Zendesk, CloudFlare Hosting, Facebook Conversion Tracking, Mixpanel, StatusPage IO, CloudFlare, WP Engine, Adobe Marketing Cloud, Atlassian Cloud, Citrix, Drift, OneTrust",756575000,Other,483575000,2021-10-01,543330000,"",627962e08e8f2e0001503456,8200,"Our mission is to improve lives through learning by providing flexible, effective skill development to empower organizations and individuals. Through our global marketplace platform, we provide the tools learners, instructors, and enterprises need to achieve their goals and reach their full potential. 

We enjoy problem-solving and collaboration, and we share a serious belief in the power of learning and teaching to change lives. 

Our culture fosters inclusion and belonging and encourages innovation, creativity, passion, and teamwork. We also celebrate our milestones and support each other every day.

More about Udemy:

— We have more than 54M learners and over 741M course enrollments on our platform.
— More than 71K instructors are teaching over 204K courses in over 75 languages.
— We have over 12,500 enterprise customers and 57 of the Fortune 100 are Udemy Business customers.
— Udemy Business customers have access to 17K courses, 7.8K of which are in English.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b5801fca41900011ef0f2/picture
Be Academy,Be Academy,Cold,learning - estudo,24,e-learning,"",http://www.beacademy.com.br,http://www.linkedin.com/company/13023852,"","","","","",Brazil,"",Brazil,"cursos livres, negocios, posgraduacao, escola de marketing, investment, ead, inovacao, business, startup, edtech, incompany, mba, escola de negocios, educacao, marketing, marketing digital, cursos online, bruno pinheiro, especializacao, ecommerce, empreendedorismo",'+55 11 2478-2969,"","Cloudflare DNS, Gmail, Google Apps, Amazon AWS, InfusionSoft, VueJS, CloudFlare, Vercel, React, Google Play, Vimeo, Pingdom, Google Tag Manager, Facebook Custom Audiences, Mobile Friendly, Facebook Login (Connect), Facebook Widget, WordPress.org, Google Font API, Linkedin Marketing Solutions, reCAPTCHA, Shutterstock","","","","","","",627963f68e8f2e000150d1d5,"",We produce the best online courses with founders e heads for new economy.,2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605c69492bc93c0001f62ce5/picture
simpleshow,simpleshow,Cold,"Consumer Goods, learning - estudo",250,e-learning,wladimir.barros@paylivre.com,http://www.simpleshow.com,http://www.linkedin.com/company/simpleshow,https://www.facebook.com/simpleshow,https://twitter.com/simpleshow,62 Avenue Victor Hugo,Luxembourg City,Luxembourg District,Luxembourg,1750,"62 Avenue Victor Hugo, Luxembourg City, Luxembourg District, Luxembourg, 1750","explainer video, simpleshow custom, tutorial videos, simpleshow classic, simpleshow interactive, explanation experts, komplexitatsreduktion, beratung bei darstellung erklarwurdiger themen, produkte, prozesse, institutionen etc, erklarvideo, training videos, corporate communications, communications tools, elearning",'+352 20 21 00 12,"simpleshow explainer videos help you communicate your message. Find the perfect solutions for all your needs, from our SaaS-solution simpleshow video maker to comprehensive eLearnings created by explanation experts. Find out how our explainer video formats can improve your communication.","Salesforce, Route 53, Amazon SES, Gmail, Pardot, Google Apps, MailChimp SPF, Amazon AWS, Mobile Friendly, WordPress.org, Google AdWords Conversion, Facebook Login (Connect), Google Remarketing, Facebook Custom Audiences, Google Font API, Google AdSense, Google Dynamic Remarketing, Intercom, Wistia, Apache, Twitter Advertising, Google Analytics, reCAPTCHA, Typekit, Google Tag Manager, Facebook Widget, DoubleClick Conversion, OpenSSL",20400000,Venture (Round not Specified),15000000,2017-10-23,23000000,"",627d6bf7c6883700011a93b3,2741,"simpleshow is the pioneer platform for digital products and services around explainer videos. Guided by the mission to make modern communication simple and concise, the market leader enables everyone to explain a complex topic very simply. The artificial intelligence of the SaaS solution simpleshow video maker supports the user in creating a professional explainer video with just a few clicks. A magic that is based on the experience of tens of thousands of video and eLearning productions in over 50 languages. The simpleshow team serves clients from offices in Berlin, Luxembourg, London, Miami, Singapore, Hong Kong, and Tokyo. Large international companies value simpleshow as a partner for simple explanations.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bbaaa5ff4f100013a204a/picture
Ascend Learning,Ascend Learning,Cold,"Consumer Goods, learning - estudo",4400,e-learning,wladimir.barros@paylivre.com,http://www.ascendlearning.com,http://www.linkedin.com/company/ascend-learning,https://facebook.com/ascendlearning/,https://twitter.com/ascend_learning,25 Mall Rd,Burlington,Massachusetts,United States,01803-4100,"25 Mall Rd, Burlington, Massachusetts, United States, 01803-4100","",'+1 855-856-7705,"","Cloudflare DNS, Mimecast, Microsoft Office 365, Braintree, CloudFlare Hosting, Jira, Atlassian Confluence, Atlassian Cloud, React Redux, UltiPro, Google Analytics, Vimeo, Typekit, WordPress.org, Mobile Friendly","","","","",96000000,"",627d6c0056484b000158fa76,8200,Ascend Learning offers e-learning solutions that includes post-graduation programs and faculty nursing solutions.,2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bfd69013bbe0001d9c122/picture
Relias,Relias,Cold,"Consumer Goods, learning - estudo",930,e-learning,wladimir.barros@paylivre.com,http://www.relias.com,http://www.linkedin.com/company/relias,https://www.facebook.com/relias.learning,https://twitter.com/relias,1010 Sync Street,Morrisville,North Carolina,United States,27560,"1010 Sync Street, Morrisville, North Carolina, United States, 27560","education, senior health care online training & tracking, health & human services online training & tracking, intellectual & developmental disability online training & tracking, healthcare hiring, onboarding, retention, integrated care, population health management, valuebased payments, compliance training, continuing education",'+1 877-200-0200,"Reduce your healthcare organization's variation in care through personalized learning, performance metrics, and assessments. Learn more from Relias now!","Salesforce, Cloudflare DNS, SMTP.com, Outlook, Marketo, Pardot, Microsoft Office 365, Zendesk, CloudFlare Hosting, Adobe Marketing Cloud, WP Engine, Atlassian Cloud, OneTrust, Cloudinary, Mobile Friendly, Square, Inc., Pingdom, Google Font API, Typekit, WordPress.org, Google Tag Manager, Nginx, Wistia, iTunes, Google Play",1750000,Venture (Round not Specified),1750000,2010-11-04,84000000,"",627d6c0056484b000158fa82,7372,"For more than 10,000 healthcare organizations and 4.5 million caregivers, Relias continues to help its clients deliver better clinical and ﬁnancial outcomes by reducing variation in care. Our platform employs performance metrics and assessments to reveal speciﬁc gaps in clinical knowledge and addresses them with personalized, engaging learning.

We help healthcare organizations, their staff and those under their care, get better: get better at identifying issues, get better at addressing them, get better outcomes for all. Let us help you get better.

Learn more about Relias at www.relias.com.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b56455c690d000170f11d/picture
Lido Harlem,Lido Harlem,Cold,"joao, learning - estudo",940,e-learning,wladimir.barros@paylivre.com,http://www.lidolearning.com,http://www.linkedin.com/company/lido-learning,https://www.facebook.com/lidothelearningdoorway/,https://twitter.com/lidolearning,2168 Frederick Douglass Blvd,New York,New York,United States,10026,"2168 Frederick Douglass Blvd, New York, New York, United States, 10026",edtech,'+1 646-490-8575,"India's best live, online tuitions for KG to 12 in Maths, Science, English, and Coding with India's top 5% teachers for higher marks. Just 6 students per class.","Gmail, Google Apps, Yelp, Facebook Custom Audiences, Facebook Login (Connect), Google Tag Manager, Mobile Friendly, Squarespace ECommerce, Google Analytics, Facebook Widget",27586110,Venture (Round not Specified),10000000,2021-09-01,20000000,"",6285293614b52e0001977e92,8200,"Lido is an India-based E-learning platform that offers live online classes in subjects such as Maths, Science, English and Coding for K-12 grade students.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c25967fd924000198bf03/picture
Cambium Learning Group,Cambium Learning Group,Cold,"Consumer Goods, learning - estudo",2200,e-learning,wladimir.barros@paylivre.com,http://www.cambiumlearning.com,http://www.linkedin.com/company/cambium-learning-group,https://www.facebook.com/CambiumLearning,https://twitter.com/cambiumlearning,17855 Dallas Parkway,Dallas,Texas,United States,75287,"17855 Dallas Parkway, Dallas, Texas, United States, 75287","education, atrisk & special student populations, reading intervention, math intervention, summer intervention, english language learners, supplemental solutions, elearning, students with disabilities",'+1 888-399-1995,The Education Essentials company. Cambium provides award-winning education technology and supplemental K-12 solutions | Cambium Learning Group,"Mimecast, Marketo, Microsoft Office 365, Zendesk, Outlook, Atlassian Cloud, Vimeo, Mobile Friendly, Google Tag Manager, Workday Recruit, ASP.NET",135000000,Debt Financing,135000000,2016-02-01,160000000,"",627d6bf7c6883700011a93b2,8200,Cambium is a Texas-based Edtech platform that develops and markets educational software and hardware products for pre k-12 students.,2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b54575231ba0001ef0d45/picture
Xxx,Xxx,Cold,learning - estudo,1700,e-learning,"",http://www.xxx.com,http://www.linkedin.com/company/dummymode,"","","","","","","","",saya juga gatau,3031111111,"","Mobile Friendly, Nginx, Google Analytics","","","","","","",62d2366079e24600010a63f4,"","",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6321ca9eb6de7100019fdc99/picture
Summer training & Jobs,Summer training & Jobs,Cold,learning - estudo,89,e-learning,"",http://www.stjegypt.com,http://www.linkedin.com/company/stjegypt,"","","",Giza,Giza Governorate,Egypt,"","Giza, Giza Governorate, Egypt","summer training, courses, scholarships, jobs, internships, entrepreneur, freelancing","","أكبر محتوى تعليمي مجاني في الوطن العربي يقدم كورسات مجانية و تدريب صيفي و هجرة وظائف و منح | Scholarships, Egypt Jobs, Online courses, Summer training, Internships","Cloudflare DNS, CloudFlare Hosting, Google Analytics, Facebook Widget, Mobile Friendly, Google Font API, Google AdSense, Facebook Login (Connect), Bootstrap Framework","","","","","","",63220b082937d000edf82c24,"","",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63109ae8e4000e00019020ab/picture
WhiteHat Jr,WhiteHat Jr,Cold,learning - estudo,6400,e-learning,"",http://www.whitehatjr.com,http://www.linkedin.com/company/whitehatjr,https://www.facebook.com/whitehatjr/,https://twitter.com/whitehatjunior,Adi Shankaracharya Marg,Mumbai,Maharashtra,India,400072,"Adi Shankaracharya Marg, Mumbai, Maharashtra, India, 400072","elearning, coding, early childhood education, computational thinking, logic, algorithmic thinking, elementary, education, music, math","","Enrol your kids in online Coding, Math & Music Classes with WhiteHat Jr & become a part of the future of education. Book a Free Trial class now.","CloudFlare CDN, Route 53, Gmail, Google Apps, Microsoft Office 365, Zendesk, Amazon AWS, CloudFlare Hosting, Datadog, CloudFlare, Atlassian Cloud, Vercel, React Redux, Mobile Friendly, Bootstrap Framework, Stripe, WordPress.org, Facebook Widget, Google translate widget, Criteo, Google Plus, Taboola, Hotjar, Typekit, Google translate API, Varnish, YouTube, Facebook Login (Connect), Google Font API, New Relic, Google Tag Manager, Amcharts JS Library, Segment.io, Google Play, Facebook Custom Audiences",11292408,Series A,10000000,2019-09-10,2210000,"",63220b082937d000edf82c2f,8200,Live online classes for joyful learning.,2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63217e14bae5ea0001bac39d/picture
Business Forum,Business Forum,Cold,learning - estudo,360,e-learning,"",http://www.e3melbusiness.com,http://www.linkedin.com/company/e3melbusinesscommunity,"","",1 Ahmed Kamel Street,Cairo,Cairo Governorate,Egypt,"","1 Ahmed Kamel Street, Cairo, Cairo Governorate, Egypt","elearning, online video marketplace, people development network, management consulting, education, online courses, diploma, mba",920033973,"أكاديمية إعمل بيزنس، أول أكاديمية فى الوطن العربى متخصصة فى علوم وإدارة البيزنس،
هدفنا أن نكون شركاء في قصة نجاح العديد من أصحاب المشروعات المؤمنين بنا وبقدرتنا على إحداث تغيير في مسارهم المهني  .","Cloudflare DNS, SendInBlue, Facebook Widget, Google Font API, Mobile Friendly, Facebook Login (Connect), Zopim, Bootstrap Framework, Mixpanel, Google Analytics, Nginx, Google Tag Manager, WordPress.org, Facebook Custom Audiences, Apache","","","","","","",63220b082937d000edf82c3c,"","e3melbusiness is the first arabic Specialized academy in management science. 

Our Academy provides courses, Diplomas, mba, workshops, and webinars. 

Users benefit by getting access to all courses with affordable subscriptions, anywhere and anytime.

e3melbusiness is also helping the establishers to start their business in the right way. also giving some tips for establishing and managing any project.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61c9b699bf919d000153f910/picture
ananerieducacao.com.br,ananerieducacao.com.br,Cold,learning - estudo,0,e-learning,"",http://www.ananerieducacao.com.br,http://www.linkedin.com/company/ana-neri-educa%c3%a7%c3%a3o,"","","","","",Brazil,"",Brazil,"tecnico em seguranca do trabalho, portos, tecnico de enfermagem, tecnico em nutricao, instrumentacao cirurgica, tecnico em radiologia","","","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Google Font API, Mobile Friendly, WordPress.org","","","","","","",627abdba256969000127d7ca,"","Somos a maior escola técnica do Maranhão, transformamos vidas construindo grandes histórias.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61ec44339c49f4000143b6ff/picture
Art of Problem Solving,Art of Problem Solving,Cold,"Consumer Goods, learning - estudo",500,e-learning,wladimir.barros@paylivre.com,http://www.artofproblemsolving.com,http://www.linkedin.com/company/art-of-problem-solving,https://www.facebook.com/artofproblemsolving,http://twitter.com/AoPSNews,10865 Rancho Bernardo Road,San Diego,California,United States,92127,"10865 Rancho Bernardo Road, San Diego, California, United States, 92127","education, mathematics, instruction, teaching, learning centers, educational software, textbooks, online school, middle school, elementary school, high school",6196591612,"Online math classes, advanced math textbooks, math games, and more for high school and middle school students. Find out why our students win so many awards.","Cloudflare DNS, Sendgrid, Gmail, Google Apps, CloudFlare Hosting, DigitalOcean, Facebook Conversion Tracking, Backbone JS Library, Active Campaign, Google Tag Manager, Facebook Custom Audiences, Bing Ads, YouTube","","","","",17719000,"",627d6c35c2bba300011df188,"","Art of Problem Solving (AoPS) develops educational opportunities for many of the most eager students in the world.  Since 2003, we have trained tens of thousands of the country's top students, including nearly all the members of the US International Math Olympiad team, through our online school, learning centers, textbooks, and online learning systems. Over the years, our international online community of advanced problem solvers has grown to over 800,000 members. While our primary focus has been math for most of our history, we have started expanding into new subjects, such as language arts, science, and computer science.

Our home office is in sunny San Diego.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631f4d36ca2d910001239cac/picture
Waterford.org,Waterford.org,Cold,"Consumer Goods, learning - estudo",310,e-learning,wladimir.barros@paylivre.com,http://www.waterford.org,http://www.linkedin.com/company/waterfordorg,https://www.facebook.com/WaterfordOrg/,https://twitter.com/WaterfordOrg/,1590 E 9400 S,Sandy,Utah,United States,84093,"1590 E 9400 S, Sandy, Utah, United States, 84093","",'+1 877-299-7997,"Partner with a nonprofit research center dedicated to creating the best personalized reading, math, and science curriculum for early learners","Route 53, Marketo, Amazon AWS, Gmail, Pardot, Google Apps, Bluekai, Amazon SES, StatusPage IO, OpenSSL, Google Tag Manager, Google translate widget, WordPress.org, YouTube, iTunes, Formstack, Google translate API, Apache, Google Play, Vimeo, CrazyEgg","","","","",46227000,"",627d6c35c2bba300011df18c,"","Waterford.org is a nonprofit dedicated to providing every child with the finest education through the development of high-quality adaptive software plus support for families and educators. Waterford software has been proven effective in closing achievement gaps and teaching literacy skills with lasting results, and the greatest impacts have been seen in at-risk populations. Instruction guides students from Learning to Read to Reading to Learn, effectively bridging that crucial transition as they progress from building literacy skills to reading independently. Key math and science concepts are also introduced in this literacy-rich learning environment.",1976,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b0b8cee73480001ee9f82/picture
upGrad,upGrad,Cold,"joao, learning - estudo",3800,e-learning,wladimir.barros@paylivre.com,http://www.upgrad.com,http://www.linkedin.com/company/ueducation,https://www.facebook.com/upGradNorthAmerica,https://twitter.com/upgrad_na,13 Dr Annie Besant Road,Mumbai,Maharashtra,India,400030,"13 Dr Annie Besant Road, Mumbai, Maharashtra, India, 400030","education, edtech, e learn, education technology, online education, higher education, university education, elearning, data science, machine learning, digital marketing, management, mba, software development, blockchain, big data, artificial intelligence, career services, learning & development, product management, law",'+1 800-210-2020,"upGrad US offers the industry's best online degree courses like ✔ ️PGPs ✔ Master's in AI, ML, Data Science, Digital Marketing & more. Get degrees from the world's top universities.","Amazon CloudFront, Salesforce, Route 53, Mailchimp Mandrill, Rackspace MailGun, Sendgrid, Gmail, Pardot, Google Apps, MailChimp SPF, Amazon AWS, Outlook, Mixpanel, Taboola Newsroom, Freshdesk, VueJS, UptimeRobot, Hubspot, Zapier, Drift, Typeform, React Redux, Google Font API, YouTube, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Mobile Friendly, Segment.io, Google Analytics, Google Maps",419300000,Other,225000000,2022-06-01,251180000,"",628527edc21bfb0001847841,8200,"upGrad is an India-based Edutech platform that offers courses in disciplines such as digital marketing, software development and data science.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631af51868b23e00015c899a/picture
Linda,Linda,Cold,learning - estudo,400,e-learning,"",http://www.lynda.com,http://www.linkedin.com/company/lynda-com,"",http://twitter.com/Compilr,"","","","","","","saas, education, developer tools, collaboration, enterprise software, internet, information technology, software, web development, elearning, software training, creative skills, design skills, web design, video tutorials, 3d software training, business skills, photography training, audio tutorials, cad training",'+1 805-477-3900,"Learn software, creative, and business skills to achieve your personal and professional goals. Join today to get access to thousands of courses.","NSOne, Gmail, Marketo, Google Apps, Microsoft Office 365, Zuora, Bootstrap Framework, ASP.NET, Citrix NetScaler, Mobile Friendly, Google Analytics, AddThis",289000000,Series B,186000000,2015-01-14,260000000,"",62a79af16111a400015304c6,"8200, 8200","Lynda is an online education company that offers video courses in software, creative and business skills.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b7738543c3a0001044738/picture
10 Minute School,10 Minute School,Active Opportunity,learning - estudo,3900,e-learning,"",http://www.10minuteschool.com,http://www.linkedin.com/company/10ms,"","","","","","","","","online education, online live class, smartbooks, interactive videos, video, quiz, courses, interactive books",'+880 1892-698507,"","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Mixpanel, CloudFlare",2000000,Seed,2000000,2022-01-01,"","",62be53bb4d8c0b0001b1023e,"","",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6311ba1876922600011a731c/picture
Harvard Business School Online,Harvard Business School Online,Cold,learning - estudo,500,e-learning,"","",http://www.linkedin.com/company/onlinehbs,"","",Soldiers Field Rd,Boston,Massachusetts,United States,02215,"Soldiers Field Rd, Boston, Massachusetts, United States, 02215","","","","","","","","","","",63220b082937d000edf82c28,"","",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/60b13ab2d8f04f0001a6a22a/picture
GetSmarter,GetSmarter,Cold,learning - estudo,420,e-learning,"",http://www.getsmarter.com,http://www.linkedin.com/company/getsmarter,https://facebook.com/GetSmarter-89654856679/,https://twitter.com/getsmarter,358 Victoria Rd,Cape Town,Western Cape,South Africa,7925,"358 Victoria Rd, Cape Town, Western Cape, South Africa, 7925","educational technology, online learning, professional development, lifelong learning, education, online education products, learning gain, marketing, online education",'+27 21 447 7565,"","Route 53, Gmail, Google Apps, Amazon AWS, Segment.io, ExactTarget, Datadog, Freshdesk, Netlify, Drift, OneTrust, Ruby On Rails, Spree, Mobile Friendly, YouTube, Google Tag Manager, WordPress.org","","","","",5000000,"",63220b082937d000edf82c2e,7372,"GetSmarter, a brand of 2U, Inc., partners with the world's leading universities to select, design and deliver premium online short courses with a data-driven focus on learning gain. 

Technology meets academic rigour in our people-mediated model which enables lifelong learners across the globe to obtain industry-relevant skills that are certified by the world's most reputable academic institutions. 

We improve lives through better education.

Want to learn more about GetSmarter, our online short course portfolio, university collaborations, corporate training and current job vacancies? 

Visit our website by clicking on the homepage link in the company details below.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f623b8b304b30001a681ae/picture
Newsela,Newsela,Cold,"Consumer Goods, learning - estudo",680,e-learning,wladimir.barros@paylivre.com,http://www.newsela.com,http://www.linkedin.com/company/newsela,http://www.facebook.com/newsela,http://twitter.com/@Read_Newsela,21st St,New York,New York,United States,11232,"21st St, New York, New York, United States, 11232","k-12 education, news, language learning, education, media, k12 education, instructional content",'+1 917-576-0932,"Content Aligned To National & State Standard, Flexible To Support Relevant Curriculum. Find the Perfect Piece Of Content For Lessons. Go beyond the book.","Route 53, Amazon SES, Postmark, Rackspace MailGun, Gmail, Google Apps, Greenhouse.io, Amazon AWS, Backbone JS Library, Marketo, Atlassian Cloud, Drift, Appcues, React Redux, Optimizely, F5 BIG-IP, Nginx, Google Tag Manager, Bootstrap Framework, Vidyard, Mobile Friendly, HeapAnalytics",172556174,Series D,100000000,2021-02-25,35000000,"",627d6bcd16c2830001190040,7372,"Newsela is a fast-growing education technology startup with a single ambitious goal: Meaningful classroom learning for every student. We provide engaging, relevant instructional content for teachers that both educates and inspires. With nearly two million teachers signed up, Newsela is helping kids improve their reading skills in all 50 states and more than 150 countries. We seek passionate, creative employees with quick minds and warm hearts. If you believe that all students deserve a more rigorous, more personalized learning experience, please apply to join our team.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b1b3316d994000152f195/picture
Elevate K-12,Elevate K-12,Cold,"joao, learning - estudo",670,e-learning,wladimir.barros@paylivre.com,http://www.elevatek12.com,http://www.linkedin.com/company/elevatek12,https://www.facebook.com/ElevateK12/,https://www.twitter.com/elevatek12,980 North Michigan Avenue,Chicago,Illinois,United States,60611,"980 North Michigan Avenue, Chicago, Illinois, United States, 60611","",'+1 312-373-9214,"Elevate K-12 brings live certified, professional, fun, passionate, energetic, caring teachers online to teach the classes your students are longing to take.","Route 53, Gmail, Outlook, Google Apps, Microsoft Office 365, Amazon AWS, Greenhouse.io, Hubspot, React, DoubleClick, Linkedin Marketing Solutions, YouTube, Varnish, Google Tag Manager, Mobile Friendly, Gravity Forms, Facebook Login (Connect), Wix, Twitter Advertising, WordPress.org",44634061,Series C,40000000,2022-06-01,25000000,"",62854181daf0430001d270a1,8200,"Elevate K-12 is passionate about creating high-quality teaching and learning opportunities for teachers and students. We are on a mission to make zip code free teaching available to all students, irrespective of where they live. 

Schools and districts partner with Elevate K-12 for high-quality live, online instruction. Get ready for a new way to classroom!",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631347d7560a200001ac5727/picture
